Filename	FondFreq	Amplitude
0_1681295229.391746temp.wav	0.17208622267843943	0.18701905095988675
700_1681295229.391746temp.wav	0.1726255447953598	0.17898544709348288
1400_1681295229.391746temp.wav	0.16842562606018568	0.1775665579520483
2100_1681295229.391746temp.wav	0.1689963836815056	0.17845753516860385
2800_1681295229.391746temp.wav	0.17145304670402928	0.17788789846942646
3500_1681295229.391746temp.wav	0.17380225456158438	0.17906518142245031
4200_1681295229.391746temp.wav	0.17673972513115924	0.1771520121869768
4900_1681295229.391746temp.wav	0.18039507688129114	0.17114786652849948
5600_1681295229.391746temp.wav	0.18107973074313147	0.16293675050742962
6300_1681295229.391746temp.wav	0.17882909644781242	0.1621107376732732
7000_1681295229.391746temp.wav	0.17269618965735578	0.16275291208717105
7700_1681295229.391746temp.wav	0.17358104994107545	0.16269236439943607
8400_1681295229.391746temp.wav	0.17828129243680566	0.1608847541664372
9100_1681295229.391746temp.wav	0.18313995456705134	0.15961873462149798
9800_1681295229.391746temp.wav	0.18357653279439312	0.16327778428689882
10500_1681295229.391746temp.wav	0.18705828282541748	0.16880783674400837
11200_1681295229.391746temp.wav	0.1863824994050508	0.1720863102224169
11900_1681295229.391746temp.wav	0.18282552884496858	0.16748368570312108
12600_1681295229.391746temp.wav	0.18012768224516262	0.17013515741283117
13300_1681295229.391746temp.wav	0.16695528291726325	0.1760048796701754
14000_1681295229.391746temp.wav	0.16203850232436554	0.1838952527266746
14700_1681295229.391746temp.wav	0.1669528301801478	0.19280447930053668
15400_1681295229.391746temp.wav	0.17544088324560944	0.19729211387522191
16100_1681295229.391746temp.wav	0.1777875517672716	0.19807880513658843
16800_1681295229.391746temp.wav	0.16910065920744127	0.1971874901727938
17500_1681295229.391746temp.wav	0.1554492336329492	0.18612682667660244
18200_1681295229.391746temp.wav	0.14844520244319762	0.17732632873315046
18900_1681295229.391746temp.wav	0.14485465251837734	0.17812069724906565
19600_1681295229.391746temp.wav	0.1598265974063945	0.19200275828703342
20300_1681295229.391746temp.wav	0.18797304844524979	0.2022934230296333
21000_1681295229.391746temp.wav	0.21502563022690763	0.17345397869602508
21700_1681295229.391746temp.wav	0.23161033636856118	0.14701906087928387
22400_1681295229.391746temp.wav	0.0	0.0
