Filename	FondFreq	Amplitude
0_1679932042.575048temp.wav	0.19234395857353087	0.1882262551684147
700_1679932042.575048temp.wav	0.19225923345281315	0.18930622759782714
1400_1679932042.575048temp.wav	0.1921373711032757	0.18901436666056567
2100_1679932042.575048temp.wav	0.1921170954730994	0.18925478534591383
2800_1679932042.575048temp.wav	0.192098369146072	0.18753264688635102
3500_1679932042.575048temp.wav	0.1922247387067064	0.18894692648303554
4200_1679932042.575048temp.wav	0.19239704311935665	0.19126704551183696
4900_1679932042.575048temp.wav	0.19240223572542642	0.19079054122502373
5600_1679932042.575048temp.wav	0.19241910608661625	0.19261112615094117
6300_1679932042.575048temp.wav	0.19245291580222154	0.19706049861050956
7000_1679932042.575048temp.wav	0.1927190815939328	0.202170643872197
7700_1679932042.575048temp.wav	0.1930121796762783	0.20555040432091087
8400_1679932042.575048temp.wav	0.19291733450305598	0.20301507046145853
9100_1679932042.575048temp.wav	0.19272080865007807	0.20219569779319588
9800_1679932042.575048temp.wav	0.19266053289547053	0.20169103595782736
10500_1679932042.575048temp.wav	0.1926614210767296	0.20011511284092218
11200_1679932042.575048temp.wav	0.19234323617627774	0.19739440095679603
11900_1679932042.575048temp.wav	0.19196787882733535	0.18834324843325861
12600_1679932042.575048temp.wav	0.1919317913622548	0.1873744068610835
13300_1679932042.575048temp.wav	0.19202384186128585	0.18371109180199832
14000_1679932042.575048temp.wav	0.19190496928680836	0.1817999769090006
14700_1679932042.575048temp.wav	0.19145265127781755	0.17638026354027334
15400_1679932042.575048temp.wav	0.19197273051632172	0.17973712911324496
16100_1679932042.575048temp.wav	0.19234231181577136	0.19038822413216766
16800_1679932042.575048temp.wav	0.1936231198039191	0.20249826399652146
17500_1679932042.575048temp.wav	0.1934731908273127	0.1860049724335837
18200_1679932042.575048temp.wav	0.19355489421839409	0.19960686759016247
18900_1679932042.575048temp.wav	0.0	0.0
